,DateTime,altitude,dt,easting,northing,xprev,yprev,xprevprev,yprevprev
1413,2013-08-21 13:00,1207,233.21309,-12386842.49,6132124.59,-12386838.04,6132127.9,-12386570.87,6132002.12
1414,2013-08-21 14:00,1212,233.254387,-12386841.38,6132127.9,-12386842.49,6132124.59,-12386838.04,6132127.9
1415,2013-08-21 15:00,1211,233.28912,-12386844.72,6132141.14,-12386841.38,6132127.9,-12386842.49,6132124.59
1416,2013-08-21 16:00,1203,233.333704,-12386528.57,6132026.945,-12386844.72,6132141.14,-12386841.38,6132127.9
1417,2013-08-21 17:00,1577,233.375035,-12391424.4,6117265.443,-12386528.57,6132026.945,-12386844.72,6132141.14
1418,2013-08-21 18:00,1679,233.416875,-12405952.71,6062690.23,-12391424.4,6117265.443,-12386528.57,6132026.945
1419,2013-08-21 19:00,2158,233.458611,-12405195.73,5997959.964,-12405952.71,6062690.23,-12391424.4,6117265.443
1420,2013-08-21 20:00,2369,233.500081,-12414188.12,5934810.909,-12405195.73,5997959.964,-12405952.71,6062690.23
1421,2013-08-21 21:00,2683,233.541458,-12415508.37,5873502.021,-12414188.12,5934810.909,-12405195.73,5997959.964
1422,2013-08-21 22:00,2225,233.583102,-12388020.25,5833961.104,-12415508.37,5873502.021,-12414188.12,5934810.909
1423,2013-08-21 23:00,1853,233.625301,-12364678.78,5798942.405,-12388020.25,5833961.104,-12415508.37,5873502.021
1424,2013-08-22 0:00,1536,233.666539,-12368433.59,5792695.796,-12364678.78,5798942.405,-12388020.25,5833961.104
1425,2013-08-22 1:00,1540,233.7089,-12368433.59,5792698.981,-12368433.59,5792695.796,-12364678.78,5798942.405
1426,2013-08-22 2:00,1541,233.751979,-12368170.87,5792611.413,-12368433.59,5792698.981,-12368433.59,5792695.796
1427,2013-08-22 3:00,1531,233.795683,-12367786.82,5792533.398,-12368170.87,5792611.413,-12368433.59,5792698.981
1428,2013-08-22 4:00,1553,233.833426,-12367321.5,5792638.479,-12367786.82,5792533.398,-12368170.87,5792611.413
1432,2013-08-22 10:00,1551,234.081817,-12367314.82,5792640.071,-12367322.62,5792644.848,-12367331.52,5792635.295
1433,2013-08-22 11:00,1547,234.11838,-12367320.39,5792649.624,-12367314.82,5792640.071,-12367322.62,5792644.848
1434,2013-08-22 12:00,1547,234.157512,-12367323.73,5792646.44,-12367320.39,5792649.624,-12367314.82,5792640.071
1439,2013-08-22 19:00,2723,234.458692,-12404046.92,5726088.402,-12381785.24,5767209.999,-12367356.01,5793179.824
1440,2013-08-22 20:00,2909,234.499688,-12418764.47,5681747.259,-12404046.92,5726088.402,-12381785.24,5767209.999
1441,2013-08-22 21:00,2828,234.541875,-12423060.29,5652443.963,-12418764.47,5681747.259,-12404046.92,5726088.402
1442,2013-08-22 22:00,2227,234.582986,-12424669.97,5620443.443,-12423060.29,5652443.963,-12418764.47,5681747.259
1443,2013-08-22 23:00,2681,234.62441,-12434458.29,5596686.972,-12424669.97,5620443.443,-12423060.29,5652443.963
1444,2013-08-23 0:00,8509,234.665949,-12430148,5577280.401,-12434458.29,5596686.972,-12424669.97,5620443.443
1445,2013-08-23 1:00,1648,234.702188,-12430225.92,5577208.89,-12430148,5577280.401,-12434458.29,5596686.972
1446,2013-08-23 2:00,1646,234.748727,-12430228.15,5577201.117,-12430225.92,5577208.89,-12430148,5577280.401
1447,2013-08-23 3:00,1653,234.792106,-12430505.33,5577253.973,-12430228.15,5577201.117,-12430225.92,5577208.89
1448,2013-08-23 4:00,1645,234.830718,-12430507.56,5577253.973,-12430505.33,5577253.973,-12430228.15,5577201.117
1449,2013-08-23 5:00,1646,234.884086,-12430508.67,5577255.528,-12430507.56,5577253.973,-12430505.33,5577253.973
1450,2013-08-23 6:00,1642,234.912627,-12430509.79,5577244.646,-12430508.67,5577255.528,-12430507.56,5577253.973
1453,2013-08-23 10:00,1647,235.077627,-12430507.56,5577258.637,-12430516.47,5577260.192,-12430505.33,5577258.637
1456,2013-08-23 16:00,2036,235.334363,-12415677.58,5576294.833,-12429979.91,5578141.695,-12429967.66,5577776.335
1457,2013-08-23 17:00,1976,235.375336,-12391072.63,5544625.135,-12415677.58,5576294.833,-12429979.91,5578141.695
1458,2013-08-23 18:00,1814,235.416574,-12355281.19,5516320.781,-12391072.63,5544625.135,-12415677.58,5576294.833
1459,2013-08-23 19:00,2794,235.457986,-12314505.97,5495707.29,-12355281.19,5516320.781,-12391072.63,5544625.135
1460,2013-08-23 20:00,2566,235.499618,-12298308.99,5462040.922,-12314505.97,5495707.29,-12355281.19,5516320.781
1461,2013-08-23 21:00,3180,235.541644,-12313918.2,5442410.474,-12298308.99,5462040.922,-12314505.97,5495707.29
1462,2013-08-23 22:00,2292,235.583322,-12315572.41,5405356.219,-12313918.2,5442410.474,-12298308.99,5462040.922
1463,2013-08-23 23:00,2325,235.624977,-12320365.83,5379141.166,-12315572.41,5405356.219,-12313918.2,5442410.474
1464,2013-08-24 0:00,3101,235.666296,-12328615.72,5377706.368,-12320365.83,5379141.166,-12315572.41,5405356.219
1465,2013-08-24 1:00,2062,235.708843,-12339791.08,5370987.199,-12328615.72,5377706.368,-12320365.83,5379141.166
1466,2013-08-24 2:00,1976,235.75713,-12339872.34,5371084.5,-12339791.08,5370987.199,-12328615.72,5377706.368
1467,2013-08-24 3:00,1954,235.800995,-12339870.12,5371087.541,-12339872.34,5371084.5,-12339791.08,5370987.199
1473,2013-08-24 17:00,2121,236.374537,-12344287.27,5361637.36,-12342065.34,5371028.248,-12342064.22,5371034.329
1474,2013-08-24 18:00,1903,236.416655,-12348307.02,5326038.943,-12344287.27,5361637.36,-12342065.34,5371028.248
1475,2013-08-24 19:00,2586,236.45809,-12345146.66,5299682.053,-12348307.02,5326038.943,-12344287.27,5361637.36
1476,2013-08-24 20:00,2682,236.499699,-12364530.72,5279328.661,-12345146.66,5299682.053,-12348307.02,5326038.943
1477,2013-08-24 21:00,2421,236.541933,-12401928.51,5263008.542,-12364530.72,5279328.661,-12345146.66,5299682.053
1478,2013-08-24 22:00,1618,236.58309,-12406599.47,5232636.322,-12401928.51,5263008.542,-12364530.72,5279328.661
1479,2013-08-24 23:00,1643,236.626956,-12401318.48,5224333.852,-12406599.47,5232636.322,-12401928.51,5263008.542
1480,2013-08-25 0:00,1497,236.670995,-12401302.89,5224229.069,-12401318.48,5224333.852,-12406599.47,5232636.322
1481,2013-08-25 1:00,1500,236.709074,-12401619.04,5224058.425,-12401302.89,5224229.069,-12401318.48,5224333.852
1482,2013-08-25 2:00,1553,236.755775,-12399655.36,5225226.051,-12401619.04,5224058.425,-12401302.89,5224229.069
1483,2013-08-25 3:00,1607,236.796181,-12397849.76,5225044.91,-12399655.36,5225226.051,-12401619.04,5224058.425
1484,2013-08-25 4:00,1598,236.841065,-12397838.63,5225041.916,-12397849.76,5225044.91,-12399655.36,5225226.051
1485,2013-08-25 5:00,1598,236.872361,-12397841.97,5225043.413,-12397838.63,5225041.916,-12397849.76,5225044.91
1486,2013-08-25 6:00,1597,236.9064,-12397839.74,5225044.91,-12397841.97,5225043.413,-12397838.63,5225041.916
1492,2013-08-25 18:00,1460,237.421563,-12400215.3,5217202.254,-12400372.26,5217242.64,-12400986.74,5220529.47
1493,2013-08-25 19:00,1457,237.457431,-12400243.13,5217214.22,-12400215.3,5217202.254,-12400372.26,5217242.64
1494,2013-08-25 20:00,1454,237.498449,-12400243.13,5217209.733,-12400243.13,5217214.22,-12400215.3,5217202.254
1495,2013-08-25 21:00,1648,237.541701,-12401425.34,5222392.56,-12400243.13,5217209.733,-12400243.13,5217214.22
1496,2013-08-25 22:00,1742,237.582442,-12399765.57,5223693.197,-12401425.34,5222392.56,-12400243.13,5217209.733
1497,2013-08-25 23:00,1530,237.627465,-12398278.34,5223524.059,-12399765.57,5223693.197,-12401425.34,5222392.56
1498,2013-08-26 0:00,1535,237.667824,-12398278.34,5223522.562,-12398278.34,5223524.059,-12399765.57,5223693.197
1499,2013-08-26 1:00,1528,237.715694,-12398285.02,5223518.072,-12398278.34,5223522.562,-12398278.34,5223524.059
1500,2013-08-26 2:00,1524,237.744039,-12398283.91,5223518.072,-12398285.02,5223518.072,-12398278.34,5223522.562
1501,2013-08-26 3:00,1525,237.792083,-12397838.63,5223305.531,-12398283.91,5223518.072,-12398285.02,5223518.072
1502,2013-08-26 4:00,1535,237.842454,-12397840.85,5223308.525,-12397838.63,5223305.531,-12398283.91,5223518.072
1503,2013-08-26 5:00,1534,237.879294,-12397839.74,5223302.538,-12397840.85,5223308.525,-12397838.63,5223305.531
1504,2013-08-26 6:00,1534,237.915602,-12397841.97,5223313.015,-12397839.74,5223302.538,-12397840.85,5223308.525
1505,2013-08-26 7:00,1543,237.954873,-12397858.67,5223333.97,-12397841.97,5223313.015,-12397839.74,5223302.538
1506,2013-08-26 8:00,1534,237.993958,-12397845.31,5223308.525,-12397858.67,5223333.97,-12397841.97,5223313.015
1507,2013-08-26 9:00,1528,238.035972,-12397851.99,5223311.518,-12397845.31,5223308.525,-12397858.67,5223333.97
1508,2013-08-26 10:00,1528,238.080822,-12397836.4,5223298.048,-12397851.99,5223311.518,-12397845.31,5223308.525
1509,2013-08-26 11:00,1526,238.125405,-12397843.08,5223308.525,-12397836.4,5223298.048,-12397851.99,5223311.518
1510,2013-08-26 12:00,1531,238.172882,-12397838.63,5223316.009,-12397843.08,5223308.525,-12397836.4,5223298.048
1513,2013-08-26 16:00,1487,238.323657,-12400839.8,5222024.402,-12400855.39,5222109.706,-12398118.04,5223425.272
1514,2013-08-26 17:00,1480,238.372049,-12400902.14,5221609.868,-12400839.8,5222024.402,-12400855.39,5222109.706
1515,2013-08-26 18:00,1483,238.415475,-12400902.14,5221611.365,-12400902.14,5221609.868,-12400839.8,5222024.402
1516,2013-08-26 19:00,1483,238.455833,-12400901.03,5221611.365,-12400902.14,5221611.365,-12400902.14,5221609.868
1517,2013-08-26 20:00,1481,238.493843,-12400909.93,5221609.868,-12400901.03,5221611.365,-12400902.14,5221611.365
1518,2013-08-26 21:00,1481,238.55037,-12400891.01,5221853.798,-12400909.93,5221609.868,-12400901.03,5221611.365
1519,2013-08-26 22:00,1478,238.584433,-12401012.35,5221666.735,-12400891.01,5221853.798,-12400909.93,5221609.868
1520,2013-08-26 23:00,1527,238.628171,-12398332.89,5223339.957,-12401012.35,5221666.735,-12400891.01,5221853.798
1521,2013-08-27 0:00,1526,238.66059,-12398332.89,5223338.46,-12398332.89,5223339.957,-12401012.35,5221666.735
1522,2013-08-27 1:00,1526,238.715451,-12398342.91,5223330.976,-12398332.89,5223338.46,-12398332.89,5223339.957
1523,2013-08-27 2:00,1527,238.754676,-12397914.33,5223399.827,-12398342.91,5223330.976,-12398332.89,5223338.46
1524,2013-08-27 3:00,1533,238.796968,-12398249.4,5223380.369,-12397914.33,5223399.827,-12398342.91,5223330.976
1525,2013-08-27 4:00,1525,238.84184,-12398216,5223272.603,-12398249.4,5223380.369,-12397914.33,5223399.827
1530,2013-08-27 17:00,1494,239.377755,-12401223.85,5220483.085,-12398211.55,5223263.623,-12398209.32,5223274.1
1531,2013-08-27 18:00,1503,239.41669,-12402127.77,5223266.616,-12401223.85,5220483.085,-12398211.55,5223263.623
1532,2013-08-27 19:00,1484,239.457778,-12400921.07,5222027.395,-12402127.77,5223266.616,-12401223.85,5220483.085
1533,2013-08-27 20:00,3316,239.500255,-12403542.64,5224101.834,-12400921.07,5222027.395,-12402127.77,5223266.616
1534,2013-08-27 21:00,1634,239.537604,-12400887.67,5221859.784,-12403542.64,5224101.834,-12400921.07,5222027.395
1535,2013-08-27 22:00,1488,239.577708,-12400887.67,5221862.777,-12400887.67,5221859.784,-12403542.64,5224101.834
1538,2013-08-28 2:00,1492,239.754167,-12401587.87,5223338.46,-12400913.27,5221889.714,-12400963.37,5222102.223
1539,2013-08-28 3:00,1513,239.787234,-12401887.32,5225968.615,-12401587.87,5223338.46,-12400913.27,5221889.714
1540,2013-08-28 4:00,1552,239.833426,-12401886.21,5225964.124,-12401887.32,5225968.615,-12401587.87,5223338.46
1541,2013-08-28 5:00,1512,239.869769,-12401887.32,5225964.124,-12401886.21,5225964.124,-12401887.32,5225968.615
1544,2013-08-28 16:00,1501,240.329398,-12401635.74,5224019.506,-12401620.15,5224392.231,-12401620.15,5224393.728
1545,2013-08-28 17:00,1485,240.372731,-12401050.2,5221913.659,-12401635.74,5224019.506,-12401620.15,5224392.231
1546,2013-08-28 18:00,1623,240.418958,-12399506.19,5222503.309,-12401050.2,5221913.659,-12401635.74,5224019.506
1547,2013-08-28 19:00,1486,240.457639,-12400208.62,5221698.161,-12399506.19,5222503.309,-12401050.2,5221913.659
1548,2013-08-28 20:00,1488,240.504688,-12400210.85,5221701.154,-12400208.62,5221698.161,-12399506.19,5222503.309
1549,2013-08-28 21:00,1451,240.539954,-12400191.92,5217287.514,-12400210.85,5221701.154,-12400208.62,5221698.161
1550,2013-08-28 22:00,1454,240.583368,-12400189.7,5217281.531,-12400191.92,5217287.514,-12400210.85,5221701.154
1551,2013-08-28 23:00,1482,240.623854,-12400919.95,5221741.559,-12400189.7,5217281.531,-12400191.92,5217287.514
1552,2013-08-29 0:00,1482,240.669491,-12401005.67,5221876.245,-12400919.95,5221741.559,-12400189.7,5217281.531
1553,2013-08-29 1:00,1487,240.709664,-12400896.58,5221844.819,-12401005.67,5221876.245,-12400919.95,5221741.559
1554,2013-08-29 2:00,1500,240.743507,-12401782.68,5223854.853,-12400896.58,5221844.819,-12401005.67,5221876.245
1555,2013-08-29 3:00,1520,240.786285,-12402514.05,5225461.09,-12401782.68,5223854.853,-12400896.58,5221844.819
1556,2013-08-29 4:00,1549,240.832465,-12402504.03,5225465.581,-12402514.05,5225461.09,-12401782.68,5223854.853
1557,2013-08-29 5:00,1521,240.8661,-12402508.48,5225459.593,-12402504.03,5225465.581,-12402514.05,5225461.09
1561,2013-08-29 18:00,1456,241.420498,-12400690.63,5216602.461,-12400237.56,5217154.389,-12402166.73,5223937.179
1562,2013-08-29 19:00,1493,241.459502,-12401059.1,5221901.686,-12400690.63,5216602.461,-12400237.56,5217154.389
1563,2013-08-29 20:00,1492,241.501412,-12401065.78,5221916.652,-12401059.1,5221901.686,-12400690.63,5216602.461
1564,2013-08-29 21:00,1478,241.54419,-12401034.61,5221897.197,-12401065.78,5221916.652,-12401059.1,5221901.686
1565,2013-08-29 22:00,1484,241.583125,-12400933.31,5222090.251,-12401034.61,5221897.197,-12401065.78,5221916.652
1566,2013-08-29 23:00,1534,241.624861,-12400943.33,5221886.721,-12400933.31,5222090.251,-12401034.61,5221897.197
1567,2013-08-30 0:00,1490,241.664583,-12401034.61,5221907.672,-12400943.33,5221886.721,-12400933.31,5222090.251
1568,2013-08-30 1:00,1486,241.709178,-12400860.95,5221900.19,-12401034.61,5221907.672,-12400943.33,5221886.721
1569,2013-08-30 2:00,1505,241.753021,-12401848.36,5225901.243,-12400860.95,5221900.19,-12401034.61,5221907.672
1570,2013-08-30 3:00,1532,241.797373,-12402347.07,5225550.916,-12401848.36,5225901.243,-12400860.95,5221900.19
1571,2013-08-30 4:00,1522,241.83412,-12402355.97,5225549.418,-12402347.07,5225550.916,-12401848.36,5225901.243
1576,2013-08-30 11:00,1518,242.1261,-12402457.27,5225588.343,-12402459.5,5225594.332,-12402456.16,5225579.36
1577,2013-08-30 12:00,1512,242.165266,-12402440.58,5225589.84,-12402457.27,5225588.343,-12402459.5,5225594.332
1578,2013-08-30 13:00,1512,242.20728,-12402501.8,5223847.369,-12402440.58,5225589.84,-12402457.27,5225588.343
1579,2013-08-30 14:00,1486,242.252465,-12401106.97,5221669.728,-12402501.8,5223847.369,-12402440.58,5225589.84
1580,2013-08-30 15:00,1489,242.296968,-12401053.54,5221814.888,-12401106.97,5221669.728,-12402501.8,5223847.369
1581,2013-08-30 16:00,1494,242.330023,-12400653.9,5216591.991,-12401053.54,5221814.888,-12401106.97,5221669.728
1582,2013-08-30 17:00,1459,242.375336,-12400535.9,5216230.04,-12400653.9,5216591.991,-12401053.54,5221814.888
1583,2013-08-30 18:00,1560,242.417269,-12400677.28,5216421.483,-12400535.9,5216230.04,-12400653.9,5216591.991
1584,2013-08-30 19:00,1373,242.457998,-12398713.6,5209421.333,-12400677.28,5216421.483,-12400535.9,5216230.04
1585,2013-08-30 20:00,1368,242.498009,-12398742.54,5209436.279,-12398713.6,5209421.333,-12400677.28,5216421.483
1586,2013-08-30 21:00,1491,242.541285,-12398440.87,5214951.355,-12398742.54,5209436.279,-12398713.6,5209421.333
1587,2013-08-30 22:00,1489,242.583646,-12400915.5,5221786.455,-12398440.87,5214951.355,-12398742.54,5209436.279
1588,2013-08-30 23:00,1487,242.624306,-12400928.86,5221752.035,-12400915.5,5221786.455,-12398440.87,5214951.355
1589,2013-08-31 0:00,1491,242.661979,-12401062.44,5221903.183,-12400928.86,5221752.035,-12400915.5,5221786.455
1590,2013-08-31 1:00,1480,242.708426,-12400960.03,5222102.223,-12401062.44,5221903.183,-12400928.86,5221752.035
1591,2013-08-31 2:00,1488,242.743183,-12400873.2,5221909.169,-12400960.03,5222102.223,-12401062.44,5221903.183
1592,2013-08-31 3:00,1496,242.801551,-12398248.28,5222639.502,-12400873.2,5221909.169,-12400960.03,5222102.223
1593,2013-08-31 4:00,1497,242.840891,-12398252.74,5222638.006,-12398248.28,5222639.502,-12400873.2,5221909.169
1594,2013-08-31 5:00,1499,242.882708,-12398252.74,5222638.006,-12398252.74,5222638.006,-12398248.28,5222639.502
1601,2013-08-31 19:00,1524,243.459815,-12404881.81,5222087.257,-12398459.79,5213442.578,-12401109.2,5213844.796
1602,2013-08-31 20:00,1521,243.501667,-12404881.81,5222085.761,-12404881.81,5222087.257,-12398459.79,5213442.578
1603,2013-08-31 21:00,1535,243.54169,-12398082.42,5223509.091,-12404881.81,5222085.761,-12404881.81,5222087.257
1604,2013-08-31 22:00,1537,243.583935,-12398084.64,5223507.594,-12398082.42,5223509.091,-12404881.81,5222085.761
1605,2013-08-31 23:00,1538,243.626481,-12398082.42,5223506.098,-12398084.64,5223507.594,-12398082.42,5223509.091
1606,2013-09-01 0:00,1533,243.66934,-12398083.53,5223509.091,-12398082.42,5223506.098,-12398084.64,5223507.594
1607,2013-09-01 1:00,1536,243.709375,-12398082.42,5223507.594,-12398083.53,5223509.091,-12398082.42,5223506.098
1608,2013-09-01 2:00,1541,243.753218,-12398081.31,5223509.091,-12398082.42,5223507.594,-12398083.53,5223509.091
1609,2013-09-01 3:00,1538,243.785706,-12397770.72,5223419.285,-12398081.31,5223509.091,-12398082.42,5223507.594
1610,2013-09-01 4:00,1529,243.83588,-12397762.93,5223392.343,-12397770.72,5223419.285,-12398081.31,5223509.091
1611,2013-09-01 5:00,1526,243.872025,-12397767.38,5223426.769,-12397762.93,5223392.343,-12397770.72,5223419.285
1612,2013-09-01 6:00,1532,243.908345,-12397765.16,5223434.253,-12397767.38,5223426.769,-12397762.93,5223392.343
1613,2013-09-01 7:00,1548,243.948183,-12397759.59,5223435.749,-12397765.16,5223434.253,-12397767.38,5223426.769
1616,2013-09-01 12:00,1541,244.16985,-12397762.93,5223417.788,-12397761.82,5223420.782,-12397766.27,5223413.298
1619,2013-09-01 16:00,1667,244.335602,-12400862.07,5222075.285,-12397995.59,5223645.299,-12397990.02,5223648.293
1620,2013-09-01 17:00,1498,244.375231,-12402873.61,5222398.546,-12400862.07,5222075.285,-12397995.59,5223645.299
1621,2013-09-01 18:00,1572,244.416273,-12399138.84,5219700.55,-12402873.61,5222398.546,-12400862.07,5222075.285
1622,2013-09-01 19:00,1462,244.460116,-12400028.28,5217447.567,-12399138.84,5219700.55,-12402873.61,5222398.546
1623,2013-09-01 20:00,1612,244.499769,-12399682.08,5219543.452,-12400028.28,5217447.567,-12399138.84,5219700.55
1624,2013-09-01 21:00,1488,244.537083,-12400957.8,5221668.231,-12399682.08,5219543.452,-12400028.28,5217447.567
1625,2013-09-01 22:00,1952,244.582627,-12400915.5,5221738.566,-12400957.8,5221668.231,-12399682.08,5219543.452
1626,2013-09-01 23:00,1483,244.629005,-12400918.84,5221786.455,-12400915.5,5221738.566,-12400957.8,5221668.231
1627,2013-09-02 0:00,1484,244.666227,-12400921.07,5221781.965,-12400918.84,5221786.455,-12400915.5,5221738.566
1628,2013-09-02 1:00,1501,244.707535,-12402696.61,5225202.098,-12400921.07,5221781.965,-12400918.84,5221786.455
1629,2013-09-02 2:00,1529,244.756053,-12402802.36,5225799.437,-12402696.61,5225202.098,-12400921.07,5221781.965
